monthly_prescription_id,hcp_id,product_id,rx_month,source_record_count,rx_count,units_dispensed,average_units_per_prescription
H0108_P001_202509,H0108,P001,2025-09-01,1,3,177,59.0
H0108_P001_202510,H0108,P001,2025-10-01,1,2,118,59.0
H0108_P001_202511,H0108,P001,2025-11-01,1,2,100,50.0
H0108_P001_202512,H0108,P001,2025-12-01,1,2,66,33.0
H0108_P001_202601,H0108,P001,2026-01-01,1,4,216,54.0
H0108_P001_202602,H0108,P001,2026-02-01,1,2,74,37.0
H0108_P001_202603,H0108,P001,2026-03-01,1,3,81,27.0
H0108_P002_202506,H0108,P002,2025-06-01,1,3,144,48.0
H0108_P002_202507,H0108,P002,2025-07-01,1,1,43,43.0
H0108_P002_202509,H0108,P002,2025-09-01,1,1,30,30.0
H0108_P002_202511,H0108,P002,2025-11-01,1,1,59,59.0
H0108_P002_202512,H0108,P002,2025-12-01,1,1,23,23.0
H0108_P002_202601,H0108,P002,2026-01-01,1,3,141,47.0
H0108_P003_202506,H0108,P003,2025-06-01,1,3,81,27.0
H0108_P003_202508,H0108,P003,2025-08-01,1,2,106,53.0
H0108_P003_202509,H0108,P003,2025-09-01,1,1,25,25.0
H0108_P003_202510,H0108,P003,2025-10-01,1,3,153,51.0
H0108_P003_202511,H0108,P003,2025-11-01,1,1,53,53.0
H0108_P003_202512,H0108,P003,2025-12-01,1,1,54,54.0
H0108_P003_202601,H0108,P003,2026-01-01,1,1,57,57.0
H0108_P003_202602,H0108,P003,2026-02-01,1,1,43,43.0
H0108_P003_202603,H0108,P003,2026-03-01,1,2,64,32.0
H0108_P004_202506,H0108,P004,2025-06-01,1,2,42,21.0
H0108_P004_202508,H0108,P004,2025-08-01,1,1,53,53.0
H0108_P004_202509,H0108,P004,2025-09-01,1,1,24,24.0
H0108_P004_202511,H0108,P004,2025-11-01,1,2,78,39.0
H0108_P004_202512,H0108,P004,2025-12-01,1,1,45,45.0
H0108_P004_202601,H0108,P004,2026-01-01,1,2,66,33.0
H0108_P004_202602,H0108,P004,2026-02-01,1,2,90,45.0
H0108_P005_202507,H0108,P005,2025-07-01,1,1,43,43.0
H0108_P005_202508,H0108,P005,2025-08-01,1,3,66,22.0
H0108_P005_202509,H0108,P005,2025-09-01,1,3,147,49.0
H0108_P005_202510,H0108,P005,2025-10-01,1,2,58,29.0
H0108_P005_202511,H0108,P005,2025-11-01,1,1,39,39.0
H0108_P005_202512,H0108,P005,2025-12-01,1,1,44,44.0
H0108_P005_202601,H0108,P005,2026-01-01,1,3,138,46.0
H0108_P005_202602,H0108,P005,2026-02-01,1,1,33,33.0
H0108_P005_202603,H0108,P005,2026-03-01,1,2,70,35.0
H0109_P001_202506,H0109,P001,2025-06-01,1,4,128,32.0
H0109_P001_202509,H0109,P001,2025-09-01,1,1,47,47.0
H0109_P001_202510,H0109,P001,2025-10-01,1,1,35,35.0
H0109_P001_202511,H0109,P001,2025-11-01,1,2,68,34.0
H0109_P001_202512,H0109,P001,2025-12-01,1,2,70,35.0
H0109_P001_202602,H0109,P001,2026-02-01,1,1,39,39.0
H0109_P001_202603,H0109,P001,2026-03-01,1,1,37,37.0
H0109_P002_202506,H0109,P002,2025-06-01,1,2,84,42.0
H0109_P002_202508,H0109,P002,2025-08-01,1,1,39,39.0
H0109_P002_202509,H0109,P002,2025-09-01,1,5,160,32.0
H0109_P002_202510,H0109,P002,2025-10-01,1,1,55,55.0
H0109_P002_202511,H0109,P002,2025-11-01,1,1,59,59.0
H0109_P002_202512,H0109,P002,2025-12-01,1,1,35,35.0
H0109_P002_202602,H0109,P002,2026-02-01,1,2,110,55.0
H0109_P002_202603,H0109,P002,2026-03-01,1,1,36,36.0
H0109_P003_202506,H0109,P003,2025-06-01,1,2,66,33.0
H0109_P003_202509,H0109,P003,2025-09-01,1,2,86,43.0
H0109_P003_202510,H0109,P003,2025-10-01,1,1,47,47.0
H0109_P003_202511,H0109,P003,2025-11-01,1,1,43,43.0
H0109_P003_202512,H0109,P003,2025-12-01,1,1,46,46.0
H0109_P003_202601,H0109,P003,2026-01-01,1,2,60,30.0
H0109_P003_202602,H0109,P003,2026-02-01,1,2,82,41.0
H0109_P003_202603,H0109,P003,2026-03-01,1,4,156,39.0
H0109_P004_202508,H0109,P004,2025-08-01,1,4,148,37.0
H0109_P004_202509,H0109,P004,2025-09-01,1,2,44,22.0
H0109_P004_202510,H0109,P004,2025-10-01,1,1,22,22.0
H0109_P004_202512,H0109,P004,2025-12-01,1,1,20,20.0
H0109_P004_202601,H0109,P004,2026-01-01,1,1,44,44.0
H0109_P004_202603,H0109,P004,2026-03-01,1,1,52,52.0
H0109_P005_202509,H0109,P005,2025-09-01,1,1,39,39.0
H0109_P005_202602,H0109,P005,2026-02-01,1,1,22,22.0
H0110_P001_202508,H0110,P001,2025-08-01,1,1,41,41.0
H0110_P001_202509,H0110,P001,2025-09-01,1,1,60,60.0
H0110_P001_202510,H0110,P001,2025-10-01,1,1,52,52.0
H0110_P001_202512,H0110,P001,2025-12-01,1,1,24,24.0
H0110_P001_202601,H0110,P001,2026-01-01,1,2,46,23.0
H0110_P002_202506,H0110,P002,2025-06-01,1,1,45,45.0
H0110_P002_202507,H0110,P002,2025-07-01,1,4,112,28.0
H0110_P002_202508,H0110,P002,2025-08-01,1,3,144,48.0
H0110_P002_202509,H0110,P002,2025-09-01,1,2,80,40.0
H0110_P002_202511,H0110,P002,2025-11-01,1,2,62,31.0
H0110_P002_202601,H0110,P002,2026-01-01,1,3,111,37.0
H0110_P002_202602,H0110,P002,2026-02-01,1,1,36,36.0
H0110_P002_202603,H0110,P002,2026-03-01,1,5,105,21.0
H0110_P003_202506,H0110,P003,2025-06-01,1,1,51,51.0
H0110_P003_202509,H0110,P003,2025-09-01,1,1,56,56.0
H0110_P003_202512,H0110,P003,2025-12-01,1,1,59,59.0
H0110_P003_202601,H0110,P003,2026-01-01,1,2,52,26.0
H0110_P003_202603,H0110,P003,2026-03-01,1,1,30,30.0
H0110_P004_202506,H0110,P004,2025-06-01,1,1,32,32.0
H0110_P004_202510,H0110,P004,2025-10-01,1,1,38,38.0
H0110_P004_202511,H0110,P004,2025-11-01,1,2,60,30.0
H0110_P004_202601,H0110,P004,2026-01-01,1,1,25,25.0
H0110_P005_202508,H0110,P005,2025-08-01,1,2,94,47.0
H0110_P005_202511,H0110,P005,2025-11-01,1,1,31,31.0
H0110_P005_202601,H0110,P005,2026-01-01,1,1,38,38.0
H0110_P005_202602,H0110,P005,2026-02-01,1,2,76,38.0
H0110_P005_202603,H0110,P005,2026-03-01,1,2,90,45.0
H0111_P001_202507,H0111,P001,2025-07-01,1,1,50,50.0
H0111_P001_202508,H0111,P001,2025-08-01,1,4,240,60.0
H0111_P001_202509,H0111,P001,2025-09-01,1,2,74,37.0
H0111_P001_202512,H0111,P001,2025-12-01,1,2,110,55.0
H0111_P001_202601,H0111,P001,2026-01-01,1,2,74,37.0
H0111_P001_202602,H0111,P001,2026-02-01,1,2,70,35.0
H0111_P001_202603,H0111,P001,2026-03-01,1,1,42,42.0
H0111_P002_202506,H0111,P002,2025-06-01,1,2,54,27.0
H0111_P002_202507,H0111,P002,2025-07-01,1,2,62,31.0
H0111_P002_202508,H0111,P002,2025-08-01,1,1,47,47.0
H0111_P002_202509,H0111,P002,2025-09-01,1,1,26,26.0
H0111_P002_202512,H0111,P002,2025-12-01,1,1,60,60.0
H0111_P002_202603,H0111,P002,2026-03-01,1,1,24,24.0
H0111_P003_202506,H0111,P003,2025-06-01,1,2,94,47.0
H0111_P003_202507,H0111,P003,2025-07-01,1,3,159,53.0
H0111_P003_202508,H0111,P003,2025-08-01,1,4,84,21.0
H0111_P003_202509,H0111,P003,2025-09-01,1,5,230,46.0
H0111_P003_202510,H0111,P003,2025-10-01,1,1,49,49.0
H0111_P003_202511,H0111,P003,2025-11-01,1,2,114,57.0
H0111_P003_202512,H0111,P003,2025-12-01,1,3,99,33.0
H0111_P003_202601,H0111,P003,2026-01-01,1,7,217,31.0
H0111_P003_202602,H0111,P003,2026-02-01,1,3,159,53.0
H0111_P003_202603,H0111,P003,2026-03-01,1,5,285,57.0
H0111_P004_202506,H0111,P004,2025-06-01,1,2,110,55.0
H0111_P004_202507,H0111,P004,2025-07-01,1,1,32,32.0
H0111_P004_202508,H0111,P004,2025-08-01,1,1,22,22.0
H0111_P004_202509,H0111,P004,2025-09-01,1,1,44,44.0
H0111_P004_202511,H0111,P004,2025-11-01,1,2,40,20.0
H0111_P004_202512,H0111,P004,2025-12-01,1,1,34,34.0
H0111_P004_202601,H0111,P004,2026-01-01,1,1,47,47.0
H0111_P004_202602,H0111,P004,2026-02-01,1,1,38,38.0
H0111_P004_202603,H0111,P004,2026-03-01,1,3,165,55.0
H0111_P005_202507,H0111,P005,2025-07-01,1,1,60,60.0
H0111_P005_202508,H0111,P005,2025-08-01,1,2,92,46.0
H0111_P005_202510,H0111,P005,2025-10-01,1,2,92,46.0
H0111_P005_202511,H0111,P005,2025-11-01,1,1,54,54.0
H0111_P005_202601,H0111,P005,2026-01-01,1,1,42,42.0
H0112_P001_202507,H0112,P001,2025-07-01,1,2,56,28.0
H0112_P001_202509,H0112,P001,2025-09-01,1,2,44,22.0
H0112_P001_202510,H0112,P001,2025-10-01,1,2,104,52.0
H0112_P001_202511,H0112,P001,2025-11-01,1,2,60,30.0
H0112_P001_202512,H0112,P001,2025-12-01,1,1,22,22.0
H0112_P001_202602,H0112,P001,2026-02-01,1,2,114,57.0
H0112_P001_202603,H0112,P001,2026-03-01,1,1,55,55.0
H0112_P002_202507,H0112,P002,2025-07-01,1,1,56,56.0
H0112_P002_202510,H0112,P002,2025-10-01,1,1,38,38.0
H0112_P002_202512,H0112,P002,2025-12-01,1,3,141,47.0
H0112_P002_202601,H0112,P002,2026-01-01,1,1,52,52.0
H0112_P002_202602,H0112,P002,2026-02-01,1,1,56,56.0
H0112_P002_202603,H0112,P002,2026-03-01,1,4,224,56.0
H0112_P003_202508,H0112,P003,2025-08-01,1,1,42,42.0
H0112_P003_202509,H0112,P003,2025-09-01,1,2,92,46.0
H0112_P003_202510,H0112,P003,2025-10-01,1,3,144,48.0
H0112_P003_202511,H0112,P003,2025-11-01,1,1,31,31.0
H0112_P003_202512,H0112,P003,2025-12-01,1,1,31,31.0
H0112_P003_202601,H0112,P003,2026-01-01,1,1,59,59.0
H0112_P003_202603,H0112,P003,2026-03-01,1,2,58,29.0
H0112_P004_202506,H0112,P004,2025-06-01,1,5,255,51.0
H0112_P004_202507,H0112,P004,2025-07-01,1,10,520,52.0
H0112_P004_202508,H0112,P004,2025-08-01,1,3,177,59.0
H0112_P004_202509,H0112,P004,2025-09-01,1,3,171,57.0
H0112_P004_202510,H0112,P004,2025-10-01,1,3,126,42.0
H0112_P004_202511,H0112,P004,2025-11-01,1,4,124,31.0
H0112_P004_202512,H0112,P004,2025-12-01,1,3,114,38.0
H0112_P004_202601,H0112,P004,2026-01-01,1,2,104,52.0
H0112_P004_202602,H0112,P004,2026-02-01,1,7,140,20.0
H0112_P004_202603,H0112,P004,2026-03-01,1,3,69,23.0
H0112_P005_202506,H0112,P005,2025-06-01,1,1,41,41.0
H0112_P005_202511,H0112,P005,2025-11-01,1,2,54,27.0
H0112_P005_202512,H0112,P005,2025-12-01,1,1,55,55.0
H0112_P005_202602,H0112,P005,2026-02-01,1,1,20,20.0
H0113_P001_202506,H0113,P001,2025-06-01,1,3,132,44.0
H0113_P001_202508,H0113,P001,2025-08-01,1,1,26,26.0
H0113_P001_202510,H0113,P001,2025-10-01,1,1,40,40.0
H0113_P001_202601,H0113,P001,2026-01-01,1,5,180,36.0
H0113_P001_202602,H0113,P001,2026-02-01,1,4,88,22.0
H0113_P002_202506,H0113,P002,2025-06-01,1,1,26,26.0
H0113_P002_202508,H0113,P002,2025-08-01,1,1,32,32.0
H0113_P002_202509,H0113,P002,2025-09-01,1,1,27,27.0
H0113_P002_202510,H0113,P002,2025-10-01,1,1,29,29.0
H0113_P002_202511,H0113,P002,2025-11-01,1,2,78,39.0
H0113_P002_202512,H0113,P002,2025-12-01,1,2,102,51.0
H0113_P003_202506,H0113,P003,2025-06-01,1,1,43,43.0
H0113_P003_202507,H0113,P003,2025-07-01,1,2,66,33.0
H0113_P003_202508,H0113,P003,2025-08-01,1,2,108,54.0
H0113_P003_202509,H0113,P003,2025-09-01,1,2,66,33.0
H0113_P003_202510,H0113,P003,2025-10-01,1,6,306,51.0
H0113_P003_202511,H0113,P003,2025-11-01,1,3,123,41.0
H0113_P003_202512,H0113,P003,2025-12-01,1,2,108,54.0
H0113_P003_202601,H0113,P003,2026-01-01,1,2,58,29.0
H0113_P003_202602,H0113,P003,2026-02-01,1,3,171,57.0
H0113_P003_202603,H0113,P003,2026-03-01,1,1,51,51.0
H0113_P004_202506,H0113,P004,2025-06-01,1,6,174,29.0
H0113_P004_202507,H0113,P004,2025-07-01,1,5,155,31.0
H0113_P004_202508,H0113,P004,2025-08-01,1,2,116,58.0
H0113_P004_202509,H0113,P004,2025-09-01,1,1,38,38.0
H0113_P004_202510,H0113,P004,2025-10-01,1,4,84,21.0
H0113_P004_202511,H0113,P004,2025-11-01,1,3,129,43.0
H0113_P004_202512,H0113,P004,2025-12-01,1,3,159,53.0
H0113_P004_202601,H0113,P004,2026-01-01,1,3,102,34.0
H0113_P004_202602,H0113,P004,2026-02-01,1,5,150,30.0
H0113_P005_202506,H0113,P005,2025-06-01,1,3,93,31.0
H0113_P005_202507,H0113,P005,2025-07-01,1,2,104,52.0
H0113_P005_202508,H0113,P005,2025-08-01,1,2,78,39.0
H0113_P005_202509,H0113,P005,2025-09-01,1,2,80,40.0
H0113_P005_202510,H0113,P005,2025-10-01,1,1,39,39.0
H0113_P005_202511,H0113,P005,2025-11-01,1,2,84,42.0
H0113_P005_202512,H0113,P005,2025-12-01,1,2,90,45.0
H0113_P005_202603,H0113,P005,2026-03-01,1,1,59,59.0
H0114_P001_202506,H0114,P001,2025-06-01,1,3,84,28.0
H0114_P001_202507,H0114,P001,2025-07-01,1,1,20,20.0
H0114_P001_202508,H0114,P001,2025-08-01,1,1,25,25.0
H0114_P001_202509,H0114,P001,2025-09-01,1,2,92,46.0
H0114_P001_202510,H0114,P001,2025-10-01,1,1,35,35.0
H0114_P001_202511,H0114,P001,2025-11-01,1,3,99,33.0
H0114_P001_202512,H0114,P001,2025-12-01,1,1,58,58.0
H0114_P001_202601,H0114,P001,2026-01-01,1,3,105,35.0
H0114_P001_202603,H0114,P001,2026-03-01,1,2,86,43.0
H0114_P002_202506,H0114,P002,2025-06-01,1,3,135,45.0
H0114_P002_202507,H0114,P002,2025-07-01,1,1,32,32.0
H0114_P002_202511,H0114,P002,2025-11-01,1,3,180,60.0
H0114_P002_202512,H0114,P002,2025-12-01,1,2,72,36.0
H0114_P002_202601,H0114,P002,2026-01-01,1,3,123,41.0
H0114_P002_202602,H0114,P002,2026-02-01,1,2,104,52.0
H0114_P002_202603,H0114,P002,2026-03-01,1,2,120,60.0
H0114_P003_202506,H0114,P003,2025-06-01,1,4,184,46.0
H0114_P003_202507,H0114,P003,2025-07-01,1,1,57,57.0
H0114_P003_202508,H0114,P003,2025-08-01,1,1,27,27.0
H0114_P003_202509,H0114,P003,2025-09-01,1,3,147,49.0
H0114_P003_202510,H0114,P003,2025-10-01,1,3,117,39.0
H0114_P003_202512,H0114,P003,2025-12-01,1,2,48,24.0
H0114_P003_202601,H0114,P003,2026-01-01,1,1,20,20.0
H0114_P003_202602,H0114,P003,2026-02-01,1,1,50,50.0
H0114_P003_202603,H0114,P003,2026-03-01,1,3,114,38.0
H0114_P004_202506,H0114,P004,2025-06-01,1,2,48,24.0
H0114_P004_202507,H0114,P004,2025-07-01,1,2,120,60.0
H0114_P004_202508,H0114,P004,2025-08-01,1,5,125,25.0
H0114_P004_202509,H0114,P004,2025-09-01,1,2,116,58.0
H0114_P004_202510,H0114,P004,2025-10-01,1,1,22,22.0
H0114_P004_202511,H0114,P004,2025-11-01,1,3,117,39.0
H0114_P004_202512,H0114,P004,2025-12-01,1,3,156,52.0
H0114_P004_202601,H0114,P004,2026-01-01,1,3,84,28.0
H0114_P004_202602,H0114,P004,2026-02-01,1,1,55,55.0
H0114_P004_202603,H0114,P004,2026-03-01,1,5,200,40.0
H0114_P005_202506,H0114,P005,2025-06-01,1,2,74,37.0
H0114_P005_202508,H0114,P005,2025-08-01,1,4,120,30.0
H0114_P005_202509,H0114,P005,2025-09-01,1,6,144,24.0
H0114_P005_202511,H0114,P005,2025-11-01,1,3,147,49.0
H0114_P005_202512,H0114,P005,2025-12-01,1,3,63,21.0
H0114_P005_202601,H0114,P005,2026-01-01,1,1,54,54.0
H0114_P005_202602,H0114,P005,2026-02-01,1,3,123,41.0
H0114_P005_202603,H0114,P005,2026-03-01,1,5,135,27.0
H0115_P003_202507,H0115,P003,2025-07-01,1,1,23,23.0
H0115_P003_202510,H0115,P003,2025-10-01,1,1,32,32.0
H0115_P003_202512,H0115,P003,2025-12-01,1,1,22,22.0
H0116_P003_202506,H0116,P003,2025-06-01,1,1,31,31.0
H0116_P003_202509,H0116,P003,2025-09-01,1,1,41,41.0
H0116_P003_202511,H0116,P003,2025-11-01,1,1,43,43.0
H0116_P003_202601,H0116,P003,2026-01-01,1,1,25,25.0
H0117_P001_202508,H0117,P001,2025-08-01,1,1,42,42.0
H0117_P001_202510,H0117,P001,2025-10-01,1,1,47,47.0
H0117_P001_202512,H0117,P001,2025-12-01,1,1,48,48.0
H0117_P001_202602,H0117,P001,2026-02-01,1,1,44,44.0
H0117_P002_202601,H0117,P002,2026-01-01,1,1,46,46.0
H0117_P003_202507,H0117,P003,2025-07-01,1,1,22,22.0
H0117_P003_202509,H0117,P003,2025-09-01,1,2,86,43.0
H0117_P003_202511,H0117,P003,2025-11-01,1,2,118,59.0
H0117_P003_202602,H0117,P003,2026-02-01,1,1,39,39.0
H0117_P005_202506,H0117,P005,2025-06-01,1,2,52,26.0
H0117_P005_202508,H0117,P005,2025-08-01,1,1,54,54.0
H0117_P005_202509,H0117,P005,2025-09-01,1,1,39,39.0
H0117_P005_202512,H0117,P005,2025-12-01,1,2,88,44.0
H0117_P005_202601,H0117,P005,2026-01-01,1,4,212,53.0
H0117_P005_202602,H0117,P005,2026-02-01,1,1,23,23.0
H0117_P005_202603,H0117,P005,2026-03-01,1,3,111,37.0
H0118_P001_202506,H0118,P001,2025-06-01,1,1,25,25.0
H0118_P001_202507,H0118,P001,2025-07-01,1,1,59,59.0
H0118_P001_202508,H0118,P001,2025-08-01,1,1,44,44.0
H0118_P001_202509,H0118,P001,2025-09-01,1,2,50,25.0
H0118_P001_202510,H0118,P001,2025-10-01,1,2,102,51.0
H0118_P001_202601,H0118,P001,2026-01-01,1,1,50,50.0
H0118_P001_202603,H0118,P001,2026-03-01,1,1,30,30.0
H0118_P002_202506,H0118,P002,2025-06-01,1,1,38,38.0
H0118_P002_202510,H0118,P002,2025-10-01,1,1,24,24.0
H0118_P002_202512,H0118,P002,2025-12-01,1,1,31,31.0
H0118_P002_202602,H0118,P002,2026-02-01,1,1,35,35.0
H0118_P002_202603,H0118,P002,2026-03-01,1,1,20,20.0
H0118_P003_202506,H0118,P003,2025-06-01,1,1,60,60.0
H0118_P003_202510,H0118,P003,2025-10-01,1,2,58,29.0
H0118_P003_202511,H0118,P003,2025-11-01,1,1,37,37.0
H0118_P003_202512,H0118,P003,2025-12-01,1,1,58,58.0
H0118_P004_202506,H0118,P004,2025-06-01,1,7,168,24.0
H0118_P004_202507,H0118,P004,2025-07-01,1,4,152,38.0
H0118_P004_202508,H0118,P004,2025-08-01,1,1,27,27.0
H0118_P004_202509,H0118,P004,2025-09-01,1,7,175,25.0
H0118_P004_202510,H0118,P004,2025-10-01,1,3,177,59.0
H0118_P004_202511,H0118,P004,2025-11-01,1,2,108,54.0
H0118_P004_202512,H0118,P004,2025-12-01,1,3,147,49.0
H0118_P004_202601,H0118,P004,2026-01-01,1,6,138,23.0
H0118_P004_202602,H0118,P004,2026-02-01,1,2,102,51.0
H0118_P004_202603,H0118,P004,2026-03-01,1,2,120,60.0
H0118_P005_202506,H0118,P005,2025-06-01,1,5,100,20.0
H0118_P005_202511,H0118,P005,2025-11-01,1,5,155,31.0
H0118_P005_202512,H0118,P005,2025-12-01,1,1,26,26.0
H0118_P005_202601,H0118,P005,2026-01-01,1,1,22,22.0
H0118_P005_202603,H0118,P005,2026-03-01,1,2,110,55.0
H0119_P001_202507,H0119,P001,2025-07-01,1,2,78,39.0
H0119_P001_202509,H0119,P001,2025-09-01,1,1,53,53.0
H0119_P001_202511,H0119,P001,2025-11-01,1,1,43,43.0
H0119_P001_202601,H0119,P001,2026-01-01,1,1,53,53.0
H0119_P001_202602,H0119,P001,2026-02-01,1,1,57,57.0
H0119_P002_202508,H0119,P002,2025-08-01,1,1,30,30.0
H0119_P002_202510,H0119,P002,2025-10-01,1,1,25,25.0
H0119_P002_202511,H0119,P002,2025-11-01,1,3,144,48.0
H0119_P002_202603,H0119,P002,2026-03-01,1,1,27,27.0
H0119_P003_202506,H0119,P003,2025-06-01,1,2,120,60.0
H0119_P003_202507,H0119,P003,2025-07-01,1,1,51,51.0
H0119_P003_202508,H0119,P003,2025-08-01,1,1,38,38.0
H0119_P003_202510,H0119,P003,2025-10-01,1,5,180,36.0
H0119_P003_202511,H0119,P003,2025-11-01,1,2,66,33.0
H0119_P003_202512,H0119,P003,2025-12-01,1,2,46,23.0
H0119_P003_202602,H0119,P003,2026-02-01,1,3,60,20.0
H0119_P003_202603,H0119,P003,2026-03-01,1,4,168,42.0
H0119_P004_202508,H0119,P004,2025-08-01,1,1,28,28.0
H0119_P005_202512,H0119,P005,2025-12-01,1,2,84,42.0
H0120_P001_202506,H0120,P001,2025-06-01,1,8,208,26.0
H0120_P001_202507,H0120,P001,2025-07-01,1,6,264,44.0
H0120_P001_202508,H0120,P001,2025-08-01,1,6,264,44.0
H0120_P001_202509,H0120,P001,2025-09-01,1,6,336,56.0
H0120_P001_202510,H0120,P001,2025-10-01,1,6,174,29.0
H0120_P001_202511,H0120,P001,2025-11-01,1,2,50,25.0
H0120_P001_202512,H0120,P001,2025-12-01,1,3,159,53.0
H0120_P001_202601,H0120,P001,2026-01-01,1,5,255,51.0
H0120_P001_202602,H0120,P001,2026-02-01,1,8,280,35.0
H0120_P001_202603,H0120,P001,2026-03-01,1,8,232,29.0
H0120_P002_202506,H0120,P002,2025-06-01,1,3,162,54.0
H0120_P002_202507,H0120,P002,2025-07-01,1,6,168,28.0
H0120_P002_202508,H0120,P002,2025-08-01,1,3,141,47.0
H0120_P002_202509,H0120,P002,2025-09-01,1,4,200,50.0
H0120_P002_202510,H0120,P002,2025-10-01,1,7,189,27.0
H0120_P002_202511,H0120,P002,2025-11-01,1,8,344,43.0
H0120_P002_202512,H0120,P002,2025-12-01,1,4,140,35.0
H0120_P002_202601,H0120,P002,2026-01-01,1,6,252,42.0
H0120_P002_202602,H0120,P002,2026-02-01,1,4,172,43.0
H0120_P002_202603,H0120,P002,2026-03-01,1,8,224,28.0
H0120_P003_202506,H0120,P003,2025-06-01,1,6,348,58.0
H0120_P003_202507,H0120,P003,2025-07-01,1,4,188,47.0
H0120_P003_202508,H0120,P003,2025-08-01,1,4,120,30.0
H0120_P003_202509,H0120,P003,2025-09-01,1,5,200,40.0
H0120_P003_202510,H0120,P003,2025-10-01,1,8,320,40.0
H0120_P003_202511,H0120,P003,2025-11-01,1,11,594,54.0
H0120_P003_202512,H0120,P003,2025-12-01,1,7,168,24.0
H0120_P003_202601,H0120,P003,2026-01-01,1,9,342,38.0
H0120_P003_202602,H0120,P003,2026-02-01,1,9,324,36.0
H0120_P003_202603,H0120,P003,2026-03-01,1,7,175,25.0
H0120_P004_202506,H0120,P004,2025-06-01,1,5,180,36.0
H0120_P004_202507,H0120,P004,2025-07-01,1,4,112,28.0
H0120_P004_202508,H0120,P004,2025-08-01,1,3,162,54.0
H0120_P004_202509,H0120,P004,2025-09-01,1,3,159,53.0
H0120_P004_202510,H0120,P004,2025-10-01,1,5,155,31.0
H0120_P004_202511,H0120,P004,2025-11-01,1,4,184,46.0
H0120_P004_202512,H0120,P004,2025-12-01,1,5,295,59.0
H0120_P004_202601,H0120,P004,2026-01-01,1,4,116,29.0
H0120_P004_202602,H0120,P004,2026-02-01,1,7,364,52.0
H0120_P004_202603,H0120,P004,2026-03-01,1,3,96,32.0
H0120_P005_202506,H0120,P005,2025-06-01,1,1,27,27.0
H0120_P005_202507,H0120,P005,2025-07-01,1,3,93,31.0
H0120_P005_202508,H0120,P005,2025-08-01,1,1,58,58.0
H0120_P005_202509,H0120,P005,2025-09-01,1,2,66,33.0
H0120_P005_202511,H0120,P005,2025-11-01,1,2,78,39.0
H0120_P005_202601,H0120,P005,2026-01-01,1,3,75,25.0
H0120_P005_202602,H0120,P005,2026-02-01,1,3,111,37.0
H0121_P001_202510,H0121,P001,2025-10-01,1,1,39,39.0
H0121_P001_202512,H0121,P001,2025-12-01,1,1,23,23.0
H0121_P001_202603,H0121,P001,2026-03-01,1,1,40,40.0
H0121_P002_202506,H0121,P002,2025-06-01,1,2,62,31.0
H0121_P002_202507,H0121,P002,2025-07-01,1,1,35,35.0
H0121_P002_202508,H0121,P002,2025-08-01,1,2,112,56.0
H0121_P002_202509,H0121,P002,2025-09-01,1,1,27,27.0
H0121_P002_202510,H0121,P002,2025-10-01,1,2,116,58.0
H0121_P002_202511,H0121,P002,2025-11-01,1,3,60,20.0
H0121_P002_202512,H0121,P002,2025-12-01,1,3,165,55.0
H0121_P002_202601,H0121,P002,2026-01-01,1,1,25,25.0
H0121_P002_202602,H0121,P002,2026-02-01,1,2,96,48.0
H0121_P003_202507,H0121,P003,2025-07-01,1,1,42,42.0
H0121_P003_202508,H0121,P003,2025-08-01,1,2,44,22.0
H0121_P003_202509,H0121,P003,2025-09-01,1,1,32,32.0
H0121_P003_202510,H0121,P003,2025-10-01,1,2,50,25.0
H0121_P003_202511,H0121,P003,2025-11-01,1,1,46,46.0
H0121_P003_202512,H0121,P003,2025-12-01,1,1,22,22.0
H0121_P003_202603,H0121,P003,2026-03-01,1,2,74,37.0
H0121_P004_202510,H0121,P004,2025-10-01,1,1,53,53.0
H0121_P005_202506,H0121,P005,2025-06-01,1,1,39,39.0
H0121_P005_202508,H0121,P005,2025-08-01,1,1,49,49.0
H0121_P005_202509,H0121,P005,2025-09-01,1,1,45,45.0
H0121_P005_202511,H0121,P005,2025-11-01,1,5,295,59.0
H0121_P005_202512,H0121,P005,2025-12-01,1,1,40,40.0
H0121_P005_202602,H0121,P005,2026-02-01,1,1,49,49.0
H0122_P001_202506,H0122,P001,2025-06-01,1,1,41,41.0
H0122_P001_202512,H0122,P001,2025-12-01,1,1,29,29.0
H0122_P001_202603,H0122,P001,2026-03-01,1,1,50,50.0
H0122_P002_202509,H0122,P002,2025-09-01,1,1,24,24.0
H0122_P002_202512,H0122,P002,2025-12-01,1,1,20,20.0
H0122_P002_202601,H0122,P002,2026-01-01,1,1,24,24.0
H0122_P002_202603,H0122,P002,2026-03-01,1,2,106,53.0
H0122_P003_202507,H0122,P003,2025-07-01,1,1,25,25.0
H0122_P003_202508,H0122,P003,2025-08-01,1,1,47,47.0
H0122_P003_202509,H0122,P003,2025-09-01,1,1,31,31.0
H0122_P003_202512,H0122,P003,2025-12-01,1,1,45,45.0
H0122_P004_202506,H0122,P004,2025-06-01,1,1,55,55.0
H0122_P004_202509,H0122,P004,2025-09-01,1,1,30,30.0
H0122_P004_202510,H0122,P004,2025-10-01,1,2,86,43.0
H0122_P004_202512,H0122,P004,2025-12-01,1,3,63,21.0
H0122_P004_202602,H0122,P004,2026-02-01,1,1,50,50.0
