hcp_id,hcp_name,specialty,segment,territory,region,total_calls,average_call_duration,total_samples_received,last_call_date,total_prescriptions,total_units_dispensed,product_breadth,days_since_last_call,prescriptions_per_call
H0194,Dr. HCP_0194,Cardiologist,B,West-2,West,17.0,18.823529411764707,56.0,2026-04-13,62.0,2488.0,5.0,17.0,3.65
H0195,Dr. HCP_0195,Oncologist,B,West-1,West,13.0,17.692307692307693,56.0,2026-03-28,38.0,1707.0,5.0,33.0,2.92
H0196,Dr. HCP_0196,General Physician,B,Central-2,Central,16.0,22.625,74.0,2026-04-30,43.0,1653.0,5.0,0.0,2.69
H0197,Dr. HCP_0197,Endocrinologist,C,South-1,South,43.0,21.767441860465116,157.0,2026-04-20,72.0,2867.0,5.0,10.0,1.67
H0198,Dr. HCP_0198,Endocrinologist,C,North-2,North,68.0,19.63235294117647,275.0,2026-04-29,152.0,6176.0,5.0,1.0,2.24
H0199,Dr. HCP_0199,Oncologist,C,Central-1,Central,51.0,22.0,194.0,2026-04-26,85.0,3552.0,5.0,4.0,1.67
H0200,Dr. HCP_0200,Oncologist,C,Central-1,Central,57.0,18.24561403508772,206.0,2026-04-21,86.0,3186.0,5.0,9.0,1.51
H0201,Dr. HCP_0201,Pulmonologist,B,West-2,West,19.0,22.63157894736842,62.0,2026-04-10,61.0,2535.0,5.0,20.0,3.21
H0202,Dr. HCP_0202,Neurologist,A,East-1,East,0.0,0.0,0.0,,5.0,279.0,1.0,,
H0203,Dr. HCP_0203,General Physician,A,Central-2,Central,7.0,18.714285714285715,33.0,2026-04-29,64.0,2601.0,4.0,1.0,9.14
H0204,Dr. HCP_0204,General Physician,C,South-2,South,87.0,17.632183908045977,328.0,2026-04-30,151.0,5895.0,5.0,0.0,1.74
H0205,Dr. HCP_0205,General Physician,B,East-1,East,0.0,0.0,0.0,,2.0,61.0,1.0,,
H0206,Dr. HCP_0206,Endocrinologist,A,South-1,South,16.0,18.625,53.0,2026-03-24,135.0,5561.0,5.0,37.0,8.44
H0207,Dr. HCP_0207,Cardiologist,A,Central-1,Central,9.0,22.333333333333332,46.0,2026-03-14,75.0,2710.0,5.0,47.0,8.33
H0208,Dr. HCP_0208,Oncologist,B,North-1,North,47.0,18.48936170212766,212.0,2026-04-20,161.0,6647.0,5.0,10.0,3.43
H0209,Dr. HCP_0209,Oncologist,A,Central-2,Central,9.0,20.666666666666668,35.0,2026-03-09,79.0,3431.0,5.0,52.0,8.78
H0210,Dr. HCP_0210,Endocrinologist,A,North-1,North,18.0,20.055555555555557,70.0,2026-04-16,103.0,4331.0,5.0,14.0,5.72
H0211,Dr. HCP_0211,General Physician,B,East-1,East,0.0,0.0,0.0,,4.0,194.0,1.0,,
H0212,Dr. HCP_0212,General Physician,B,North-2,North,48.0,18.645833333333332,185.0,2026-04-06,234.0,9482.0,5.0,24.0,4.88
H0213,Dr. HCP_0213,General Physician,B,East-1,East,0.0,0.0,0.0,,6.0,254.0,1.0,,
H0214,Dr. HCP_0214,Cardiologist,B,West-1,West,17.0,18.58823529411765,69.0,2026-04-13,35.0,1275.0,5.0,17.0,2.06
H0215,Dr. HCP_0215,Pulmonologist,C,South-1,South,41.0,18.29268292682927,158.0,2026-04-08,82.0,3530.0,5.0,22.0,2.0
H0216,Dr. HCP_0216,Cardiologist,B,North-2,North,46.0,19.91304347826087,225.0,2026-04-16,149.0,6331.0,5.0,14.0,3.24
H0217,Dr. HCP_0217,Neurologist,B,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0218,Dr. HCP_0218,Cardiologist,C,West-2,West,27.0,19.333333333333332,102.0,2026-04-10,31.0,1206.0,5.0,20.0,1.15
H0219,Dr. HCP_0219,General Physician,B,East-1,East,0.0,0.0,0.0,,7.0,216.0,2.0,,
H0220,Dr. HCP_0220,Neurologist,C,East-1,East,0.0,0.0,0.0,,1.0,21.0,1.0,,
H0221,Dr. HCP_0221,Cardiologist,B,West-2,West,14.0,15.357142857142858,51.0,2026-04-22,49.0,2019.0,5.0,8.0,3.5
H0222,Dr. HCP_0222,General Physician,B,West-1,West,15.0,15.733333333333333,58.0,2026-04-17,58.0,2482.0,4.0,13.0,3.87
H0223,Dr. HCP_0223,Pulmonologist,A,Central-2,Central,12.0,18.666666666666668,63.0,2026-04-30,78.0,3254.0,5.0,0.0,6.5
H0224,Dr. HCP_0224,Endocrinologist,B,North-2,North,34.0,19.647058823529413,108.0,2026-04-23,162.0,7009.0,5.0,7.0,4.76
H0225,Dr. HCP_0225,Neurologist,B,East-1,East,0.0,0.0,0.0,,9.0,340.0,3.0,,
H0226,Dr. HCP_0226,Oncologist,B,South-1,South,30.0,18.7,116.0,2026-04-22,102.0,3893.0,5.0,8.0,3.4
H0227,Dr. HCP_0227,Endocrinologist,C,East-1,East,0.0,0.0,0.0,,10.0,484.0,2.0,,
H0228,Dr. HCP_0228,Cardiologist,B,West-2,West,14.0,18.0,59.0,2026-04-26,50.0,1862.0,4.0,4.0,3.57
H0229,Dr. HCP_0229,Oncologist,C,East-2,East,26.0,20.5,79.0,2026-03-31,23.0,920.0,5.0,30.0,0.88
H0230,Dr. HCP_0230,General Physician,B,East-2,East,15.0,20.2,54.0,2026-04-03,63.0,2322.0,5.0,27.0,4.2
H0231,Dr. HCP_0231,Pulmonologist,C,South-1,South,47.0,18.53191489361702,164.0,2026-04-19,45.0,1982.0,5.0,11.0,0.96
H0232,Dr. HCP_0232,Pulmonologist,B,West-2,West,22.0,19.727272727272727,91.0,2026-04-21,45.0,1833.0,4.0,9.0,2.05
H0233,Dr. HCP_0233,Cardiologist,B,Central-1,Central,32.0,19.71875,132.0,2026-04-22,148.0,5319.0,5.0,8.0,4.62
H0234,Dr. HCP_0234,Pulmonologist,B,North-2,North,43.0,20.558139534883722,169.0,2026-03-24,222.0,8333.0,5.0,37.0,5.16
H0235,Dr. HCP_0235,Cardiologist,A,East-2,East,5.0,24.4,21.0,2026-04-14,31.0,1179.0,3.0,16.0,6.2
H0236,Dr. HCP_0236,Cardiologist,C,Central-1,Central,69.0,19.782608695652176,269.0,2026-04-26,120.0,4680.0,5.0,4.0,1.74
H0237,Dr. HCP_0237,Cardiologist,B,West-1,West,21.0,18.952380952380953,83.0,2026-04-25,77.0,3084.0,5.0,5.0,3.67
H0238,Dr. HCP_0238,Pulmonologist,A,Central-1,Central,7.0,19.714285714285715,34.0,2026-03-05,66.0,2466.0,5.0,56.0,9.43
H0239,Dr. HCP_0239,Cardiologist,B,West-2,West,6.0,22.166666666666668,22.0,2026-02-20,27.0,1071.0,4.0,69.0,4.5
H0240,Dr. HCP_0240,Neurologist,A,East-1,East,0.0,0.0,0.0,,7.0,190.0,1.0,,
H0241,Dr. HCP_0241,Oncologist,C,East-1,East,0.0,0.0,0.0,,1.0,22.0,1.0,,
H0242,Dr. HCP_0242,Cardiologist,C,North-2,North,75.0,19.8,295.0,2026-04-24,133.0,5480.0,5.0,6.0,1.77
H0243,Dr. HCP_0243,Pulmonologist,C,South-1,South,49.0,21.0,200.0,2026-04-21,83.0,3161.0,5.0,9.0,1.69
H0244,Dr. HCP_0244,Oncologist,B,Central-1,Central,34.0,18.970588235294116,130.0,2026-04-20,99.0,3801.0,5.0,10.0,2.91
H0245,Dr. HCP_0245,Cardiologist,A,South-2,South,34.0,17.058823529411764,134.0,2026-04-24,337.0,13910.0,5.0,6.0,9.91
H0246,Dr. HCP_0246,General Physician,C,North-2,North,66.0,20.46969696969697,288.0,2026-04-26,92.0,3546.0,5.0,4.0,1.39
H0247,Dr. HCP_0247,General Physician,B,West-2,West,17.0,19.705882352941178,79.0,2026-04-12,69.0,2684.0,5.0,18.0,4.06
H0248,Dr. HCP_0248,General Physician,C,Central-1,Central,52.0,21.71153846153846,230.0,2026-04-30,94.0,3801.0,5.0,0.0,1.81
H0249,Dr. HCP_0249,Oncologist,C,West-1,West,22.0,20.318181818181817,102.0,2026-04-24,29.0,1037.0,5.0,6.0,1.32
H0250,Dr. HCP_0250,Oncologist,C,South-2,South,91.0,20.406593406593405,378.0,2026-04-29,118.0,4601.0,5.0,1.0,1.3
H0251,Dr. HCP_0251,Endocrinologist,B,West-1,West,21.0,19.38095238095238,73.0,2026-04-10,74.0,3162.0,5.0,20.0,3.52
H0252,Dr. HCP_0252,Pulmonologist,B,North-2,North,35.0,20.17142857142857,140.0,2026-04-22,135.0,4807.0,5.0,8.0,3.86
H0253,Dr. HCP_0253,Neurologist,C,East-2,East,23.0,21.434782608695652,101.0,2026-04-28,21.0,805.0,4.0,2.0,0.91
H0254,Dr. HCP_0254,Pulmonologist,B,North-1,North,51.0,18.96078431372549,232.0,2026-04-19,175.0,7179.0,5.0,11.0,3.43
H0255,Dr. HCP_0255,Neurologist,A,Central-2,Central,9.0,23.22222222222222,43.0,2026-04-23,69.0,2881.0,5.0,7.0,7.67
H0256,Dr. HCP_0256,Oncologist,B,South-1,South,28.0,19.107142857142858,120.0,2026-04-17,103.0,3743.0,5.0,13.0,3.68
H0257,Dr. HCP_0257,Pulmonologist,C,East-2,East,23.0,21.434782608695652,113.0,2026-04-24,30.0,1260.0,5.0,6.0,1.3
H0258,Dr. HCP_0258,Pulmonologist,B,West-2,West,19.0,20.36842105263158,75.0,2026-04-17,60.0,2578.0,4.0,13.0,3.16
H0259,Dr. HCP_0259,Neurologist,B,South-2,South,45.0,20.0,165.0,2026-04-25,182.0,7167.0,5.0,5.0,4.04
H0260,Dr. HCP_0260,Oncologist,A,South-2,South,24.0,19.416666666666668,88.0,2026-04-10,152.0,6174.0,5.0,20.0,6.33
H0261,Dr. HCP_0261,General Physician,B,East-2,East,12.0,20.083333333333332,47.0,2026-03-13,33.0,1278.0,5.0,48.0,2.75
H0262,Dr. HCP_0262,Oncologist,C,West-1,West,25.0,20.28,121.0,2026-04-29,40.0,1703.0,5.0,1.0,1.6
H0263,Dr. HCP_0263,Cardiologist,A,West-2,West,5.0,19.2,20.0,2026-04-01,44.0,1688.0,4.0,29.0,8.8
H0264,Dr. HCP_0264,Neurologist,B,Central-1,Central,33.0,21.96969696969697,126.0,2026-04-23,124.0,5208.0,5.0,7.0,3.76
H0265,Dr. HCP_0265,Oncologist,C,North-2,North,53.0,20.150943396226417,168.0,2026-04-12,105.0,3968.0,5.0,18.0,1.98
H0266,Dr. HCP_0266,Oncologist,C,Central-1,Central,59.0,19.54237288135593,239.0,2026-04-17,84.0,3401.0,5.0,13.0,1.42
H0267,Dr. HCP_0267,Oncologist,B,South-1,South,36.0,20.944444444444443,131.0,2026-04-25,131.0,5636.0,5.0,5.0,3.64
H0268,Dr. HCP_0268,Oncologist,C,North-2,North,77.0,19.48051948051948,321.0,2026-04-27,132.0,5564.0,5.0,3.0,1.71
H0269,Dr. HCP_0269,Neurologist,B,East-2,East,15.0,20.133333333333333,65.0,2026-03-11,44.0,1717.0,4.0,50.0,2.93
H0270,Dr. HCP_0270,Pulmonologist,B,North-2,North,47.0,19.04255319148936,193.0,2026-03-19,185.0,7103.0,5.0,42.0,3.94
H0271,Dr. HCP_0271,General Physician,C,East-2,East,22.0,17.727272727272727,116.0,2026-04-30,33.0,1479.0,3.0,0.0,1.5
H0272,Dr. HCP_0272,Cardiologist,C,Central-1,Central,56.0,20.696428571428573,219.0,2026-04-23,50.0,2116.0,5.0,7.0,0.89
H0273,Dr. HCP_0273,General Physician,C,South-2,South,101.0,19.425742574257427,448.0,2026-04-29,182.0,7213.0,5.0,1.0,1.8
H0274,Dr. HCP_0274,General Physician,C,South-2,South,88.0,19.71590909090909,399.0,2026-04-25,149.0,5863.0,5.0,5.0,1.69
H0275,Dr. HCP_0275,Cardiologist,B,West-1,West,22.0,24.0,75.0,2026-03-26,90.0,3845.0,5.0,35.0,4.09
H0276,Dr. HCP_0276,Endocrinologist,B,West-2,West,21.0,20.523809523809526,93.0,2026-04-30,43.0,1942.0,5.0,0.0,2.05
H0277,Dr. HCP_0277,Cardiologist,C,North-1,North,61.0,18.639344262295083,218.0,2026-04-21,85.0,3659.0,5.0,9.0,1.39
H0278,Dr. HCP_0278,Pulmonologist,B,North-1,North,49.0,20.897959183673468,173.0,2026-04-19,198.0,7664.0,5.0,11.0,4.04
H0279,Dr. HCP_0279,Oncologist,C,East-2,East,23.0,24.043478260869566,81.0,2026-04-21,30.0,1258.0,5.0,9.0,1.3
H0280,Dr. HCP_0280,Neurologist,C,South-2,South,86.0,19.24418604651163,285.0,2026-04-22,80.0,3256.0,5.0,8.0,0.93
H0281,Dr. HCP_0281,General Physician,C,Central-2,Central,16.0,22.375,61.0,2026-03-05,33.0,1508.0,4.0,56.0,2.06
H0282,Dr. HCP_0282,Endocrinologist,B,South-1,South,27.0,20.22222222222222,120.0,2026-04-27,93.0,3658.0,5.0,3.0,3.44
H0283,Dr. HCP_0283,Oncologist,B,Central-2,Central,14.0,20.642857142857142,44.0,2026-03-20,29.0,956.0,4.0,41.0,2.07
H0284,Dr. HCP_0284,Neurologist,A,West-2,West,2.0,16.5,0.0,2025-06-23,25.0,950.0,3.0,311.0,12.5
H0285,Dr. HCP_0285,Oncologist,B,South-2,South,58.0,22.137931034482758,250.0,2026-04-27,155.0,6061.0,5.0,3.0,2.67
H0286,Dr. HCP_0286,Pulmonologist,A,West-2,West,10.0,24.1,33.0,2026-03-28,83.0,2975.0,3.0,33.0,8.3
H0287,Dr. HCP_0287,Pulmonologist,B,West-2,West,12.0,16.166666666666668,37.0,2026-02-16,38.0,1340.0,5.0,73.0,3.17
H0288,Dr. HCP_0288,Oncologist,B,North-2,North,43.0,18.767441860465116,160.0,2026-04-26,171.0,7081.0,5.0,4.0,3.98
H0289,Dr. HCP_0289,Pulmonologist,B,Central-2,Central,19.0,21.94736842105263,98.0,2026-04-27,43.0,1707.0,5.0,3.0,2.26
H0290,Dr. HCP_0290,Oncologist,B,East-1,East,0.0,0.0,0.0,,5.0,190.0,2.0,,
H0291,Dr. HCP_0291,Oncologist,A,South-2,South,24.0,18.583333333333332,89.0,2026-04-19,230.0,9931.0,5.0,11.0,9.58
H0292,Dr. HCP_0292,Endocrinologist,A,North-2,North,27.0,19.48148148148148,129.0,2026-04-21,173.0,6886.0,5.0,9.0,6.41
H0293,Dr. HCP_0293,Pulmonologist,C,Central-2,Central,19.0,19.31578947368421,81.0,2026-04-07,27.0,936.0,5.0,23.0,1.42
H0294,Dr. HCP_0294,Cardiologist,B,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0295,Dr. HCP_0295,Cardiologist,A,East-1,East,0.0,0.0,0.0,,12.0,395.0,3.0,,
H0296,Dr. HCP_0296,General Physician,B,Central-2,Central,14.0,15.357142857142858,52.0,2026-04-02,49.0,2033.0,5.0,28.0,3.5
H0297,Dr. HCP_0297,Endocrinologist,C,East-1,East,0.0,0.0,0.0,,1.0,48.0,1.0,,
H0298,Dr. HCP_0298,General Physician,B,South-2,South,53.0,17.433962264150942,222.0,2026-04-28,233.0,8735.0,5.0,2.0,4.4
H0299,Dr. HCP_0299,Pulmonologist,B,Central-2,Central,21.0,23.095238095238095,65.0,2026-04-29,70.0,2952.0,5.0,1.0,3.33
H0300,Dr. HCP_0300,General Physician,A,North-2,North,20.0,17.8,67.0,2026-04-16,199.0,8348.0,5.0,14.0,9.95
H0301,Dr. HCP_0301,Oncologist,A,East-1,East,0.0,0.0,0.0,,8.0,305.0,2.0,,
H0302,Dr. HCP_0302,Pulmonologist,B,Central-2,Central,12.0,16.75,44.0,2026-04-05,56.0,2046.0,4.0,25.0,4.67
H0303,Dr. HCP_0303,Pulmonologist,B,North-2,North,52.0,19.096153846153847,185.0,2026-04-22,215.0,8712.0,5.0,8.0,4.13
H0304,Dr. HCP_0304,Endocrinologist,B,West-1,West,17.0,17.58823529411765,58.0,2026-04-28,60.0,2326.0,5.0,2.0,3.53
H0305,Dr. HCP_0305,Neurologist,C,South-1,South,47.0,21.0,220.0,2026-04-19,65.0,2845.0,5.0,11.0,1.38
H0306,Dr. HCP_0306,Neurologist,C,Central-1,Central,59.0,20.084745762711865,267.0,2026-04-30,105.0,3869.0,5.0,0.0,1.78
H0307,Dr. HCP_0307,Pulmonologist,B,South-1,South,41.0,18.975609756097562,150.0,2026-04-21,107.0,4486.0,5.0,9.0,2.61
H0308,Dr. HCP_0308,General Physician,B,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0309,Dr. HCP_0309,Oncologist,C,North-2,North,69.0,20.231884057971016,315.0,2026-04-29,116.0,4770.0,5.0,1.0,1.68
H0310,Dr. HCP_0310,Endocrinologist,B,South-1,South,38.0,18.94736842105263,127.0,2026-04-20,143.0,5351.0,5.0,10.0,3.76
H0311,Dr. HCP_0311,Pulmonologist,B,Central-1,Central,35.0,21.514285714285716,133.0,2026-04-20,118.0,4705.0,5.0,10.0,3.37
H0312,Dr. HCP_0312,Cardiologist,A,West-1,West,10.0,20.9,45.0,2026-03-28,60.0,2617.0,5.0,33.0,6.0
H0313,Dr. HCP_0313,Cardiologist,A,Central-1,Central,22.0,21.227272727272727,70.0,2026-04-27,149.0,6244.0,5.0,3.0,6.77
H0314,Dr. HCP_0314,General Physician,C,East-2,East,19.0,19.31578947368421,65.0,2026-04-25,21.0,808.0,3.0,5.0,1.11
H0315,Dr. HCP_0315,Oncologist,C,Central-2,Central,16.0,20.3125,74.0,2026-04-27,11.0,537.0,4.0,3.0,0.69
H0316,Dr. HCP_0316,General Physician,B,North-2,North,43.0,21.813953488372093,180.0,2026-04-19,184.0,6401.0,5.0,11.0,4.28
H0317,Dr. HCP_0317,Cardiologist,B,West-2,West,11.0,20.727272727272727,44.0,2026-01-09,57.0,2612.0,4.0,111.0,5.18
H0318,Dr. HCP_0318,Endocrinologist,A,Central-2,Central,10.0,24.5,43.0,2026-04-17,83.0,3178.0,5.0,13.0,8.3
H0319,Dr. HCP_0319,General Physician,A,West-2,West,8.0,22.5,35.0,2026-04-08,51.0,2027.0,3.0,22.0,6.38
H0320,Dr. HCP_0320,Cardiologist,B,West-1,West,22.0,20.5,87.0,2026-03-08,88.0,3805.0,5.0,53.0,4.0
H0321,Dr. HCP_0321,Cardiologist,B,North-1,North,37.0,21.783783783783782,143.0,2026-04-29,197.0,7589.0,5.0,1.0,5.32
H0322,Dr. HCP_0322,Cardiologist,C,West-2,West,21.0,19.476190476190474,76.0,2026-03-30,20.0,789.0,5.0,31.0,0.95
H0323,Dr. HCP_0323,Neurologist,B,South-2,South,73.0,20.91780821917808,267.0,2026-04-30,354.0,15064.0,5.0,0.0,4.85
H0324,Dr. HCP_0324,Oncologist,B,West-1,West,13.0,21.23076923076923,61.0,2026-04-17,26.0,956.0,5.0,13.0,2.0
H0325,Dr. HCP_0325,Oncologist,C,Central-1,Central,53.0,20.0188679245283,209.0,2026-04-25,100.0,4078.0,5.0,5.0,1.89
H0326,Dr. HCP_0326,General Physician,C,West-1,West,24.0,21.041666666666668,90.0,2026-03-14,30.0,1206.0,5.0,47.0,1.25
H0327,Dr. HCP_0327,Neurologist,B,West-2,West,17.0,20.176470588235293,68.0,2026-04-18,42.0,1433.0,5.0,12.0,2.47
H0328,Dr. HCP_0328,Cardiologist,B,East-1,East,0.0,0.0,0.0,,1.0,49.0,1.0,,
H0329,Dr. HCP_0329,Oncologist,B,South-2,South,53.0,20.60377358490566,219.0,2026-04-27,167.0,6712.0,5.0,3.0,3.15
H0330,Dr. HCP_0330,Pulmonologist,B,South-2,South,75.0,18.586666666666666,321.0,2026-04-28,302.0,11944.0,5.0,2.0,4.03
H0331,Dr. HCP_0331,Neurologist,B,East-2,East,12.0,16.916666666666668,56.0,2026-02-12,44.0,1832.0,5.0,77.0,3.67
H0332,Dr. HCP_0332,Oncologist,C,North-1,North,75.0,19.4,306.0,2026-04-28,100.0,4184.0,5.0,2.0,1.33
H0333,Dr. HCP_0333,Cardiologist,A,South-2,South,24.0,19.666666666666668,107.0,2026-04-16,240.0,9938.0,5.0,14.0,10.0
H0334,Dr. HCP_0334,General Physician,A,North-2,North,28.0,18.071428571428573,113.0,2026-04-14,101.0,3914.0,5.0,16.0,3.61
H0335,Dr. HCP_0335,Cardiologist,A,Central-2,Central,3.0,27.333333333333332,13.0,2026-02-26,21.0,880.0,5.0,63.0,7.0
H0336,Dr. HCP_0336,Endocrinologist,A,East-2,East,6.0,18.166666666666668,39.0,2026-03-11,51.0,1942.0,5.0,50.0,8.5
H0337,Dr. HCP_0337,Endocrinologist,C,Central-2,Central,21.0,19.285714285714285,87.0,2026-04-28,22.0,859.0,4.0,2.0,1.05
H0338,Dr. HCP_0338,Endocrinologist,C,Central-1,Central,48.0,20.229166666666668,181.0,2026-04-06,56.0,2377.0,5.0,24.0,1.17
H0339,Dr. HCP_0339,Pulmonologist,B,South-2,South,61.0,20.098360655737704,241.0,2026-04-26,230.0,8922.0,5.0,4.0,3.77
H0340,Dr. HCP_0340,Cardiologist,A,Central-2,Central,9.0,22.22222222222222,40.0,2026-04-01,74.0,2900.0,5.0,29.0,8.22
H0341,Dr. HCP_0341,Endocrinologist,B,South-1,South,29.0,20.275862068965516,121.0,2026-04-25,110.0,4288.0,5.0,5.0,3.79
H0342,Dr. HCP_0342,Cardiologist,B,South-1,South,32.0,20.25,101.0,2026-04-30,150.0,6085.0,5.0,0.0,4.69
H0343,Dr. HCP_0343,Cardiologist,A,South-1,South,9.0,21.88888888888889,34.0,2026-04-02,72.0,2948.0,5.0,28.0,8.0
H0344,Dr. HCP_0344,Neurologist,B,South-2,South,59.0,18.76271186440678,221.0,2026-04-29,214.0,9067.0,5.0,1.0,3.63
H0345,Dr. HCP_0345,Endocrinologist,B,North-1,North,44.0,21.25,195.0,2026-04-23,164.0,6281.0,5.0,7.0,3.73
H0346,Dr. HCP_0346,Endocrinologist,B,North-1,North,34.0,20.5,131.0,2026-04-29,155.0,5819.0,5.0,1.0,4.56
H0347,Dr. HCP_0347,Cardiologist,B,Central-1,Central,36.0,21.11111111111111,141.0,2026-04-30,120.0,4544.0,5.0,0.0,3.33
H0348,Dr. HCP_0348,Oncologist,A,West-2,West,8.0,21.375,34.0,2026-03-22,75.0,2888.0,5.0,39.0,9.38
H0349,Dr. HCP_0349,Neurologist,B,Central-1,Central,43.0,17.25581395348837,202.0,2026-04-17,181.0,7684.0,5.0,13.0,4.21
H0350,Dr. HCP_0350,Neurologist,B,West-2,West,22.0,23.681818181818183,88.0,2026-04-11,71.0,3034.0,5.0,19.0,3.23
H0351,Dr. HCP_0351,Cardiologist,B,Central-2,Central,19.0,19.31578947368421,73.0,2026-04-14,57.0,2353.0,4.0,16.0,3.0
H0352,Dr. HCP_0352,General Physician,C,West-2,West,27.0,21.88888888888889,110.0,2026-03-18,18.0,696.0,5.0,43.0,0.67
H0353,Dr. HCP_0353,Oncologist,B,North-1,North,38.0,22.657894736842106,130.0,2026-04-07,75.0,3159.0,5.0,23.0,1.97
H0354,Dr. HCP_0354,General Physician,A,West-1,West,7.0,17.714285714285715,23.0,2026-04-15,35.0,1334.0,5.0,15.0,5.0
H0355,Dr. HCP_0355,General Physician,A,West-2,West,8.0,18.375,36.0,2026-04-17,49.0,1930.0,5.0,13.0,6.12
H0356,Dr. HCP_0356,Cardiologist,B,North-2,North,40.0,17.95,165.0,2026-04-14,146.0,5948.0,5.0,16.0,3.65
H0357,Dr. HCP_0357,Endocrinologist,A,Central-2,Central,5.0,20.4,19.0,2026-03-09,51.0,2183.0,3.0,52.0,10.2
H0358,Dr. HCP_0358,Pulmonologist,B,South-1,South,35.0,20.142857142857142,144.0,2026-04-29,76.0,3007.0,5.0,1.0,2.17
H0359,Dr. HCP_0359,Neurologist,C,West-1,West,15.0,21.8,62.0,2026-04-18,23.0,897.0,5.0,12.0,1.53
H0360,Dr. HCP_0360,Neurologist,B,West-2,West,14.0,19.428571428571427,34.0,2026-04-22,43.0,1816.0,3.0,8.0,3.07
H0361,Dr. HCP_0361,General Physician,B,North-2,North,39.0,20.333333333333332,176.0,2026-04-18,110.0,4269.0,5.0,12.0,2.82
H0362,Dr. HCP_0362,General Physician,B,Central-1,Central,40.0,19.125,167.0,2026-04-22,113.0,4625.0,5.0,8.0,2.82
H0363,Dr. HCP_0363,Oncologist,B,West-1,West,19.0,15.842105263157896,85.0,2026-04-20,82.0,3518.0,5.0,10.0,4.32
H0364,Dr. HCP_0364,Pulmonologist,B,West-1,West,12.0,20.333333333333332,29.0,2026-04-20,44.0,1691.0,4.0,10.0,3.67
H0365,Dr. HCP_0365,Oncologist,C,West-1,West,20.0,16.65,99.0,2026-04-14,16.0,615.0,5.0,16.0,0.8
H0366,Dr. HCP_0366,Oncologist,B,East-2,East,9.0,16.333333333333332,40.0,2026-04-05,32.0,1225.0,5.0,25.0,3.56
H0367,Dr. HCP_0367,Pulmonologist,C,East-1,East,0.0,0.0,0.0,,2.0,84.0,1.0,,
H0368,Dr. HCP_0368,Cardiologist,C,West-2,West,28.0,20.285714285714285,103.0,2026-04-28,42.0,1771.0,5.0,2.0,1.5
H0369,Dr. HCP_0369,Cardiologist,A,North-2,North,19.0,19.05263157894737,73.0,2026-04-29,157.0,6532.0,5.0,1.0,8.26
H0370,Dr. HCP_0370,General Physician,A,North-2,North,25.0,20.12,114.0,2026-04-27,151.0,6142.0,5.0,3.0,6.04
H0371,Dr. HCP_0371,Neurologist,A,South-1,South,15.0,21.0,60.0,2026-04-22,125.0,4711.0,5.0,8.0,8.33
H0372,Dr. HCP_0372,Neurologist,A,Central-2,Central,10.0,20.6,39.0,2026-04-17,75.0,3346.0,4.0,13.0,7.5
H0373,Dr. HCP_0373,Oncologist,A,North-2,North,26.0,17.5,112.0,2026-04-17,226.0,10167.0,5.0,13.0,8.69
H0374,Dr. HCP_0374,General Physician,B,West-1,West,19.0,21.263157894736842,70.0,2026-04-21,69.0,2697.0,5.0,9.0,3.63
H0375,Dr. HCP_0375,Neurologist,A,East-1,East,0.0,0.0,0.0,,10.0,354.0,2.0,,
H0376,Dr. HCP_0376,Cardiologist,B,East-2,East,22.0,18.181818181818183,92.0,2026-04-22,57.0,2206.0,5.0,8.0,2.59
H0377,Dr. HCP_0377,General Physician,C,South-1,South,54.0,19.5,197.0,2026-04-18,76.0,3036.0,5.0,12.0,1.41
H0378,Dr. HCP_0378,Cardiologist,A,South-2,South,24.0,17.875,67.0,2026-03-04,180.0,7444.0,5.0,57.0,7.5
H0379,Dr. HCP_0379,Pulmonologist,C,Central-1,Central,56.0,21.767857142857142,242.0,2026-04-19,100.0,4168.0,5.0,11.0,1.79
H0380,Dr. HCP_0380,Neurologist,B,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0381,Dr. HCP_0381,Neurologist,A,West-1,West,11.0,22.545454545454547,56.0,2026-04-21,96.0,3902.0,4.0,9.0,8.73
H0382,Dr. HCP_0382,General Physician,B,Central-2,Central,7.0,17.428571428571427,27.0,2025-12-21,41.0,1585.0,4.0,130.0,5.86
H0383,Dr. HCP_0383,Endocrinologist,B,North-1,North,39.0,19.17948717948718,170.0,2026-04-06,116.0,4703.0,5.0,24.0,2.97
H0384,Dr. HCP_0384,Pulmonologist,C,East-1,East,0.0,0.0,0.0,,0.0,0.0,0.0,,
H0385,Dr. HCP_0385,Endocrinologist,C,North-1,North,67.0,19.253731343283583,215.0,2026-04-30,102.0,4010.0,5.0,0.0,1.52
H0386,Dr. HCP_0386,General Physician,C,Central-2,Central,20.0,18.45,105.0,2026-04-06,39.0,1659.0,4.0,24.0,1.95
H0387,Dr. HCP_0387,Endocrinologist,B,North-2,North,39.0,17.76923076923077,153.0,2026-04-07,147.0,5959.0,5.0,23.0,3.77
H0388,Dr. HCP_0388,General Physician,A,North-2,North,18.0,20.5,71.0,2026-04-21,108.0,4161.0,5.0,9.0,6.0
